dataset,split,experiment_id,model,fast_adapter,seed,checkpoint_role,checkpoint,internal_epoch,test_votes,validation_miou_pct,fullcloud_miou_pct,status
S3DIS,Area_5,s3dis_litept_l1_250_seed57106803,LitePT-L1,false,57106803,validation_snapshot,,208,,66.5846154,,completed
S3DIS,Area_5,s3dis_litept_l1_250_seed57106803,LitePT-L1,false,57106803,validation_snapshot,,209,,71.9615385,,completed
S3DIS,Area_5,s3dis_litept_l1_250_seed57106803,LitePT-L1,false,57106803,validation_snapshot,,210,,67.9769231,,completed
S3DIS,Area_5,s3dis_litept_l1_250_seed57106803,LitePT-L1,false,57106803,validation_snapshot,,211,,68.3153846,,completed
S3DIS,Area_5,s3dis_litept_l1_250_seed57106803,LitePT-L1,false,57106803,validation_snapshot,,212,,72.3076923,,completed
S3DIS,Area_5,s3dis_litept_l1_250_seed57106803,LitePT-L1,false,57106803,validation_snapshot,,213,,67.1615385,,completed
S3DIS,Area_5,s3dis_litept_l1_250_seed57106803,LitePT-L1,false,57106803,validation_snapshot,,214,,68.5000000,,completed
S3DIS,Area_5,s3dis_litept_l1_250_seed57106803,LitePT-L1,false,57106803,validation_snapshot,,215,,68.9692308,,completed
S3DIS,Area_5,s3dis_litept_l1_250_seed57106803,LitePT-L1,false,57106803,validation_snapshot,,216,,67.6230769,,completed
S3DIS,Area_5,s3dis_litept_l1_250_seed57106803,LitePT-L1,false,57106803,validation_snapshot,,217,,66.3923077,,completed
S3DIS,Area_5,s3dis_litept_l1_250_seed57106803,LitePT-L1,false,57106803,validation_snapshot,,218,,69.4384615,,completed
S3DIS,Area_5,s3dis_litept_l1_250_seed57106803,LitePT-L1,false,57106803,validation_snapshot,,219,,67.3692308,,completed
S3DIS,Area_5,s3dis_litept_l1_250_seed57106803,LitePT-L1,false,57106803,validation_snapshot,,220,,65.9538462,,completed
S3DIS,Area_5,s3dis_litept_l1_250_seed57106803,LitePT-L1,false,57106803,validation_snapshot,,221,,69.2538462,,completed
S3DIS,Area_5,s3dis_litept_l1_250_seed57106803,LitePT-L1,false,57106803,validation_snapshot,,222,,72.0769231,,completed
S3DIS,Area_5,s3dis_litept_l1_250_seed57106803,LitePT-L1,false,57106803,validation_snapshot,,223,,68.3538462,,completed
S3DIS,Area_5,s3dis_litept_l1_250_seed57106803,LitePT-L1,false,57106803,validation_snapshot,,224,,69.2076923,,completed
S3DIS,Area_5,s3dis_litept_l1_250_seed57106803,LitePT-L1,false,57106803,validation_snapshot,,225,,71.9153846,,completed
S3DIS,Area_5,s3dis_litept_l1_250_seed57106803,LitePT-L1,false,57106803,validation_snapshot,,226,,68.6615385,,completed
S3DIS,Area_5,s3dis_litept_l1_250_seed57106803,LitePT-L1,false,57106803,validation_snapshot,,227,,69.0076923,,completed
S3DIS,Area_5,s3dis_litept_l1_250_seed57106803,LitePT-L1,false,57106803,validation_snapshot,,228,,71.1846154,,completed
S3DIS,Area_5,s3dis_litept_l1_250_seed57106803,LitePT-L1,false,57106803,validation_snapshot,,229,,67.9153846,,completed
S3DIS,Area_5,s3dis_litept_l1_250_seed57106803,LitePT-L1,false,57106803,validation_snapshot,,230,,68.9538462,,completed
S3DIS,Area_5,s3dis_litept_l1_250_seed57106803,LitePT-L1,false,57106803,validation_snapshot,,231,,71.2307692,,completed
S3DIS,Area_5,s3dis_litept_l1_250_seed57106803,LitePT-L1,false,57106803,validation_snapshot,,232,,68.9076923,,completed
S3DIS,Area_5,s3dis_litept_l1_250_seed57106803,LitePT-L1,false,57106803,validation_snapshot,,233,,68.0153846,,completed
S3DIS,Area_5,s3dis_litept_l1_250_seed57106803,LitePT-L1,false,57106803,validation_snapshot,,234,,71.6384615,,completed
S3DIS,Area_5,s3dis_litept_l1_250_seed57106803,LitePT-L1,false,57106803,validation_snapshot,,235,,69.7846154,,completed
S3DIS,Area_5,s3dis_litept_l1_250_seed57106803,LitePT-L1,false,57106803,validation_snapshot,,236,,66.0461538,,completed
S3DIS,Area_5,s3dis_litept_l1_250_seed57106803,LitePT-L1,false,57106803,validation_snapshot,,237,,72.3230769,,completed
S3DIS,Area_5,s3dis_litept_l1_250_seed57106803,LitePT-L1,false,57106803,validation_snapshot,,238,,68.2000000,,completed
S3DIS,Area_5,s3dis_litept_l1_250_seed57106803,LitePT-L1,false,57106803,validation_snapshot,,239,,66.4461538,,completed
S3DIS,Area_5,s3dis_litept_l1_250_seed57106803,LitePT-L1,false,57106803,validation_snapshot,,240,,68.0769231,,completed
S3DIS,Area_5,s3dis_litept_l1_250_seed57106803,LitePT-L1,false,57106803,validation_snapshot,,241,,67.9769231,,completed
S3DIS,Area_5,s3dis_litept_l1_250_seed57106803,LitePT-L1,false,57106803,validation_snapshot,,242,,65.7461538,,completed
S3DIS,Area_5,s3dis_litept_l1_250_seed57106803,LitePT-L1,false,57106803,validation_snapshot,,243,,69.7384615,,completed
S3DIS,Area_5,s3dis_litept_l1_250_seed57106803,LitePT-L1,false,57106803,validation_snapshot,,244,,66.7307692,,completed
S3DIS,Area_5,s3dis_litept_l1_250_seed57106803,LitePT-L1,false,57106803,validation_snapshot,,245,,66.1000000,,completed
S3DIS,Area_5,s3dis_litept_l1_250_seed57106803,LitePT-L1,false,57106803,validation_snapshot,,246,,69.4846154,,completed
S3DIS,Area_5,s3dis_litept_l1_250_seed57106803,LitePT-L1,false,57106803,validation_snapshot,,247,,72.0230769,,completed
S3DIS,Area_5,s3dis_litept_l1_250_seed57106803,LitePT-L1,false,57106803,validation_snapshot,,248,,66.0769231,,completed
S3DIS,Area_5,s3dis_litept_l1_250_seed57106803,LitePT-L1,false,57106803,validation_snapshot,,249,,69.6846154,,completed
S3DIS,Area_5,s3dis_litept_l1_250_seed57106803,LitePT-L1,false,57106803,final_validation,current_chkp.tar,250,,71.3461538,,completed
S3DIS,Area_5,s3dis_litept_l1_250_seed57106803,LitePT-L1,false,57106803,best_tested_fullcloud,chkp_0130.tar,130,10,,69.6,completed
